fid,ELEV,x,y
34684,15.000000000000000,-58.3707425075,-34.6287454173
34684,15.000000000000000,-58.3707962765,-34.6289303152
34684,15.000000000000000,-58.3708319569,-34.6290149118
34684,15.000000000000000,-58.3707962765,-34.6290406021
34684,15.000000000000000,-58.3705267820,-34.6291108157
34684,15.000000000000000,-58.3702572874,-34.6290701683
34684,15.000000000000000,-58.3700644436,-34.6290149118
34684,15.000000000000000,-58.3699877928,-34.6289675663
34684,15.000000000000000,-58.3697182982,-34.6289143803
34684,15.000000000000000,-58.3694488036,-34.6289947524
34684,15.000000000000000,-58.3694229434,-34.6290149118
34684,15.000000000000000,-58.3693742413,-34.6292844064
34684,15.000000000000000,-58.3694488036,-34.6294076524
34684,15.000000000000000,-58.3695524106,-34.6295539010
34684,15.000000000000000,-58.3697182982,-34.6297234834
34684,15.000000000000000,-58.3698104878,-34.6298233956
34684,15.000000000000000,-58.3699877928,-34.6299236201
34684,15.000000000000000,-58.3702180865,-34.6300928902
34684,15.000000000000000,-58.3702123748,-34.6303623848
34684,15.000000000000000,-58.3701865201,-34.6306318794
34684,15.000000000000000,-58.3699877928,-34.6308817876
34684,15.000000000000000,-58.3699709320,-34.6309013739
34684,15.000000000000000,-58.3698750864,-34.6311708685
34684,15.000000000000000,-58.3699877928,-34.6313086217
34684,15.000000000000000,-58.3702572874,-34.6314377512
34684,15.000000000000000,-58.3702881634,-34.6314403631
34684,15.000000000000000,-58.3705267820,-34.6314665483
34684,15.000000000000000,-58.3707455170,-34.6314403631
34684,15.000000000000000,-58.3707962765,-34.6314351388
34684,15.000000000000000,-58.3708337139,-34.6314403631
34684,15.000000000000000,-58.3710657711,-34.6315523022
34684,15.000000000000000,-58.3711245656,-34.6317098577
34684,15.000000000000000,-58.3711225409,-34.6317810000
34675,14.000000000000000,-58.3667430000,-34.6257510454
34675,14.000000000000000,-58.3667538578,-34.6257482912
34675,14.000000000000000,-58.3670233523,-34.6255237699
34675,14.000000000000000,-58.3670405283,-34.6255114822
34675,14.000000000000000,-58.3671744762,-34.6252419876
34675,14.000000000000000,-58.3671733766,-34.6252340000
34675,14.000000000000000,-58.3694481314,-34.6252340000
34675,14.000000000000000,-58.3694423844,-34.6252419876
34675,14.000000000000000,-58.3691793090,-34.6254424482
34675,14.000000000000000,-58.3690800112,-34.6255114822
34675,14.000000000000000,-58.3689098144,-34.6256089289
34675,14.000000000000000,-58.3686403199,-34.6257615955
34675,14.000000000000000,-58.3686221273,-34.6257809768
34675,14.000000000000000,-58.3684744138,-34.6260504714
34675,14.000000000000000,-58.3683947567,-34.6263199660
34675,14.000000000000000,-58.3684562737,-34.6265894606
34675,14.000000000000000,-58.3686403199,-34.6267539649
34675,14.000000000000000,-58.3688297600,-34.6268589552
34675,14.000000000000000,-58.3689098144,-34.6268993351
34675,14.000000000000000,-58.3691793090,-34.6270809536
34675,14.000000000000000,-58.3694488036,-34.6271094492
34675,14.000000000000000,-58.3697182982,-34.6270868161
34675,14.000000000000000,-58.3698959459,-34.6271284497
34675,14.000000000000000,-58.3699877928,-34.6271460846
34675,14.000000000000000,-58.3702572874,-34.6272506517
34675,14.000000000000000,-58.3705267820,-34.6273362156
34675,14.000000000000000,-58.3706566023,-34.6273979443
34675,14.000000000000000,-58.3707962765,-34.6274978093
34675,14.000000000000000,-58.3710029024,-34.6276674389
34675,14.000000000000000,-58.3707962765,-34.6278454100
34675,14.000000000000000,-58.3707115813,-34.6279369335
34675,14.000000000000000,-58.3705580041,-34.6282064281
34675,14.000000000000000,-58.3705586772,-34.6284759227
34675,14.000000000000000,-58.3707008238,-34.6287454173
34675,14.000000000000000,-58.3707681992,-34.6290149118
34675,14.000000000000000,-58.3705267820,-34.6290896155
34675,14.000000000000000,-58.3702572874,-34.6290471833
34675,14.000000000000000,-58.3701446609,-34.6290149118
34675,14.000000000000000,-58.3699877928,-34.6289180178
34675,14.000000000000000,-58.3697182982,-34.6288543797
34675,14.000000000000000,-58.3694488036,-34.6289047177
34675,14.000000000000000,-58.3693074484,-34.6290149118
34675,14.000000000000000,-58.3692906124,-34.6292844064
34675,14.000000000000000,-58.3694488036,-34.6295458846
34675,14.000000000000000,-58.3694544827,-34.6295539010
34675,14.000000000000000,-58.3697180085,-34.6298233956
34675,14.000000000000000,-58.3697182982,-34.6298235272
34675,14.000000000000000,-58.3699877928,-34.6299758345
34675,14.000000000000000,-58.3701470482,-34.6300928902
34675,14.000000000000000,-58.3701616432,-34.6303623848
34675,14.000000000000000,-58.3701363283,-34.6306318794
34675,14.000000000000000,-58.3699877928,-34.6308186692
34675,14.000000000000000,-58.3699165970,-34.6309013739
34675,14.000000000000000,-58.3698245220,-34.6311708685
34675,14.000000000000000,-58.3699877928,-34.6313704230
34675,14.000000000000000,-58.3701358232,-34.6314403631
34675,14.000000000000000,-58.3702572874,-34.6314834197
34675,14.000000000000000,-58.3705267820,-34.6315139984
34675,14.000000000000000,-58.3707962765,-34.6315222124
34675,14.000000000000000,-58.3710657711,-34.6316933198
34675,14.000000000000000,-58.3710719425,-34.6317098577
34675,14.000000000000000,-58.3710709231,-34.6317810000
34664,13.000000000000000,-58.3667430000,-34.6261370529
34664,13.000000000000000,-58.3667538578,-34.6261398973
34664,13.000000000000000,-58.3669433074,-34.6260504714
34664,13.000000000000000,-58.3668358477,-34.6257809768
34664,13.000000000000000,-58.3670233523,-34.6256303060
34664,13.000000000000000,-58.3671894461,-34.6255114822
34664,13.000000000000000,-58.3672633901,-34.6252419876
34664,13.000000000000000,-58.3672618212,-34.6252340000
34664,13.000000000000000,-58.3693290814,-34.6252340000
34664,13.000000000000000,-58.3693233344,-34.6252419876
34664,13.000000000000000,-58.3691793090,-34.6253517334
34664,13.000000000000000,-58.3689495279,-34.6255114822
34664,13.000000000000000,-58.3689098144,-34.6255342203
34664,13.000000000000000,-58.3686403199,-34.6256864377
34664,13.000000000000000,-58.3685515790,-34.6257809768
34664,13.000000000000000,-58.3683981397,-34.6260504714
34664,13.000000000000000,-58.3683708253,-34.6261338023
34664,13.000000000000000,-58.3682814211,-34.6263199660
34664,13.000000000000000,-58.3683708253,-34.6265646473
34664,13.000000000000000,-58.3683772376,-34.6265894606
34664,13.000000000000000,-58.3686403199,-34.6268246090
34664,13.000000000000000,-58.3687022926,-34.6268589552
34664,13.000000000000000,-58.3689098144,-34.6269636304
34664,13.000000000000000,-58.3691483109,-34.6271284497
34664,13.000000000000000,-58.3691793090,-34.6271436996
34664,13.000000000000000,-58.3694488036,-34.6271622422
34664,13.000000000000000,-58.3697182982,-34.6271457367
34664,13.000000000000000,-58.3699877928,-34.6271958383
34664,13.000000000000000,-58.3702572874,-34.6272884078
34664,13.000000000000000,-58.3705267820,-34.6273713377
34664,13.000000000000000,-58.3705827378,-34.6273979443
34664,13.000000000000000,-58.3707962765,-34.6275506214
34664,13.000000000000000,-58.3709385721,-34.6276674389
34664,13.000000000000000,-58.3707962765,-34.6277900010
34664,13.000000000000000,-58.3706603061,-34.6279369335
34664,13.000000000000000,-58.3705329598,-34.6282064281
34664,13.000000000000000,-58.3705286499,-34.6284759227
34664,13.000000000000000,-58.3706591401,-34.6287454173
34664,13.000000000000000,-58.3706996871,-34.6290149118
34664,13.000000000000000,-58.3705267820,-34.6290684153
34664,13.000000000000000,-58.3702572874,-34.6290241982
34664,13.000000000000000,-58.3702248782,-34.6290149118
34664,13.000000000000000,-58.3699877928,-34.6288684694
34664,13.000000000000000,-58.3697182982,-34.6287943790
34664,13.000000000000000,-58.3694488036,-34.6288146830
34664,13.000000000000000,-58.3691919533,-34.6290149118
34664,13.000000000000000,-58.3692069836,-34.6292844064
34664,13.000000000000000,-58.3693080052,-34.6295539010
34664,13.000000000000000,-58.3694488036,-34.6296973153
34664,13.000000000000000,-58.3695707532,-34.6298233956
34664,13.000000000000000,-58.3697182982,-34.6298904284
34664,13.000000000000000,-58.3699877928,-34.6300280489
34664,13.000000000000000,-58.3700760100,-34.6300928902
34664,13.000000000000000,-58.3701109116,-34.6303623848
34664,13.000000000000000,-58.3700861365,-34.6306318794
34664,13.000000000000000,-58.3699877928,-34.6307555509
34664,13.000000000000000,-58.3698622621,-34.6309013739
34664,13.000000000000000,-58.3697739577,-34.6311708685
34664,13.000000000000000,-58.3699877928,-34.6314322243
34664,13.000000000000000,-58.3700050188,-34.6314403631
34664,13.000000000000000,-58.3702572874,-34.6315297873
34664,13.000000000000000,-58.3705267820,-34.6315614484
34664,13.000000000000000,-58.3707962765,-34.6316160830
34664,13.000000000000000,-58.3709393487,-34.6317098577
34664,13.000000000000000,-58.3709388880,-34.6317810000
34649,12.000000000000000,-58.3667430000,-34.6262472320
34649,12.000000000000000,-58.3667538578,-34.6262518298
34649,12.000000000000000,-58.3669440758,-34.6263199660
34649,12.000000000000000,-58.3670233523,-34.6263715562
34649,12.000000000000000,-58.3672688432,-34.6263199660
34649,12.000000000000000,-58.3672860295,-34.6260504714
34649,12.000000000000000,-58.3670233523,-34.6258846659
34649,12.000000000000000,-58.3669684283,-34.6257809768
34649,12.000000000000000,-58.3670233523,-34.6257368422
34649,12.000000000000000,-58.3672928469,-34.6255588603
34649,12.000000000000000,-58.3673510605,-34.6255114822
34649,12.000000000000000,-58.3673695812,-34.6252419876
34649,12.000000000000000,-58.3673668737,-34.6252340000
34649,12.000000000000000,-58.3692104739,-34.6252340000
34649,12.000000000000000,-58.3692042844,-34.6252419876
34649,12.000000000000000,-58.3691793090,-34.6252610186
34649,12.000000000000000,-58.3689098144,-34.6254374480
34649,12.000000000000000,-58.3688171663,-34.6255114822
34649,12.000000000000000,-58.3686403199,-34.6256112799
34649,12.000000000000000,-58.3684810307,-34.6257809768
34649,12.000000000000000,-58.3683708253,-34.6259719847
34649,12.000000000000000,-58.3682838897,-34.6260504714
34649,12.000000000000000,-58.3681696695,-34.6263199660
34649,12.000000000000000,-58.3682983030,-34.6265894606
34649,12.000000000000000,-58.3683708253,-34.6266641263
34649,12.000000000000000,-58.3685927595,-34.6268589552
34649,12.000000000000000,-58.3686403199,-34.6268848658
34649,12.000000000000000,-58.3689098144,-34.6270279256
34649,12.000000000000000,-58.3690552745,-34.6271284497
34649,12.000000000000000,-58.3691793090,-34.6271894696
34649,12.000000000000000,-58.3694488036,-34.6272105662
34649,12.000000000000000,-58.3697182982,-34.6272007126
34649,12.000000000000000,-58.3699877928,-34.6272455921
34649,12.000000000000000,-58.3702572874,-34.6273261640
34649,12.000000000000000,-58.3704963007,-34.6273979443
34649,12.000000000000000,-58.3705267820,-34.6274134561
34649,12.000000000000000,-58.3707962765,-34.6276034334
34649,12.000000000000000,-58.3708742417,-34.6276674389
34649,12.000000000000000,-58.3707962765,-34.6277345919
34649,12.000000000000000,-58.3706090309,-34.6279369335
34649,12.000000000000000,-58.3705267820,-34.6281203092
34649,12.000000000000000,-58.3704781412,-34.6282064281
34649,12.000000000000000,-58.3704460892,-34.6284759227
34649,12.000000000000000,-58.3705267820,-34.6285571057
34649,12.000000000000000,-58.3706174563,-34.6287454173
34649,12.000000000000000,-58.3706311750,-34.6290149118
34649,12.000000000000000,-58.3705267820,-34.6290472150
34649,12.000000000000000,-58.3703330594,-34.6290149118
34649,12.000000000000000,-58.3702572874,-34.6289731401
34649,12.000000000000000,-58.3699877928,-34.6288189209
34649,12.000000000000000,-58.3697480332,-34.6287454173
34649,12.000000000000000,-58.3697182982,-34.6287353358
34649,12.000000000000000,-58.3694488036,-34.6287324593
34649,12.000000000000000,-58.3694056333,-34.6287454173
34649,12.000000000000000,-58.3691793090,-34.6289006235
34649,12.000000000000000,-58.3690835475,-34.6290149118
34649,12.000000000000000,-58.3690657283,-34.6292844064
34649,12.000000000000000,-58.3689098144,-34.6294803438
34649,12.000000000000000,-58.3686403199,-34.6293825060
34649,12.000000000000000,-58.3683708253,-34.6293398009
34649,12.000000000000000,-58.3681013307,-34.6292895163
34649,12.000000000000000,-58.3680899323,-34.6292844064
34649,12.000000000000000,-58.3678318361,-34.6290751096
34649,12.000000000000000,-58.3677807199,-34.6290149118
34649,12.000000000000000,-58.3675623415,-34.6287768550
34649,12.000000000000000,-58.3675348307,-34.6287454173
34649,12.000000000000000,-58.3672928469,-34.6285582560
34649,12.000000000000000,-58.3670888573,-34.6284759227
34649,12.000000000000000,-58.3670233523,-34.6284149450
34649,12.000000000000000,-58.3667538578,-34.6282993095
34649,12.000000000000000,-58.3667430000,-34.6282976997
34649,12.000000000000000,-58.3667430000,-34.6279740589
34649,12.000000000000000,-58.3667538578,-34.6279719484
34649,12.000000000000000,-58.3669594668,-34.6279369335
34649,12.000000000000000,-58.3667538578,-34.6276986027
34649,12.000000000000000,-58.3667430000,-34.6276960570
34649,12.000000000000000,-58.3667430000,-34.6298847146
34649,12.000000000000000,-58.3667538578,-34.6298803999
34649,12.000000000000000,-58.3670233523,-34.6299030834
34649,12.000000000000000,-58.3670795211,-34.6300928902
34649,12.000000000000000,-58.3672928469,-34.6303394993
34649,12.000000000000000,-58.3673202913,-34.6303623848
34649,12.000000000000000,-58.3675623415,-34.6305114332
34649,12.000000000000000,-58.3678318361,-34.6305691439
34649,12.000000000000000,-58.3681013307,-34.6305915487
34649,12.000000000000000,-58.3683708253,-34.6305920362
34649,12.000000000000000,-58.3686403199,-34.6304236121
34649,12.000000000000000,-58.3687058255,-34.6303623848
34649,12.000000000000000,-58.3689098144,-34.6301591920
34649,12.000000000000000,-58.3690454043,-34.6300928902
34649,12.000000000000000,-58.3689567635,-34.6298233956
34649,12.000000000000000,-58.3691793090,-34.6296073954
34649,12.000000000000000,-58.3693856173,-34.6298233956
34649,12.000000000000000,-58.3694488036,-34.6298463140
34649,12.000000000000000,-58.3697182982,-34.6299573296
34649,12.000000000000000,-58.3699877928,-34.6300802633
34649,12.000000000000000,-58.3700049717,-34.6300928902
34649,12.000000000000000,-58.3700601800,-34.6303623848
34649,12.000000000000000,-58.3700359447,-34.6306318794
34649,12.000000000000000,-58.3699877928,-34.6306924325
34649,12.000000000000000,-58.3698079271,-34.6309013739
34649,12.000000000000000,-58.3697233933,-34.6311708685
34649,12.000000000000000,-58.3698896475,-34.6314403631
34649,12.000000000000000,-58.3699877928,-34.6315134917
34649,12.000000000000000,-58.3702572874,-34.6315761549
34649,12.000000000000000,-58.3705267820,-34.6316088985
34649,12.000000000000000,-58.3707961474,-34.6317098577
34649,12.000000000000000,-58.3707962765,-34.6317151955
34649,12.000000000000000,-58.3707979690,-34.6317810000
34631,11.000000000000000,-58.3667430000,-34.6263469722
34631,11.000000000000000,-58.3667538578,-34.6263542225
34631,11.000000000000000,-58.3670233523,-34.6265749103
34631,11.000000000000000,-58.3670479405,-34.6265894606
34631,11.000000000000000,-58.3672457306,-34.6268589552
34631,11.000000000000000,-58.3672928469,-34.6268771779
34631,11.000000000000000,-58.3673945991,-34.6268589552
34631,11.000000000000000,-58.3674124342,-34.6265894606
34631,11.000000000000000,-58.3675371571,-34.6263199660
34631,11.000000000000000,-58.3675623415,-34.6262446557
34631,11.000000000000000,-58.3676585852,-34.6260504714
34631,11.000000000000000,-58.3675623415,-34.6260133190
34631,11.000000000000000,-58.3672928469,-34.6258633899
34631,11.000000000000000,-58.3671783095,-34.6257809768
34631,11.000000000000000,-58.3672928469,-34.6257138672
34631,11.000000000000000,-58.3675415179,-34.6255114822
34631,11.000000000000000,-58.3674843319,-34.6252419876
34631,11.000000000000000,-58.3674809010,-34.6252340000
34631,11.000000000000000,-58.3690610495,-34.6252340000
34631,11.000000000000000,-58.3690484035,-34.6252419876
34631,11.000000000000000,-58.3689098144,-34.6253310224
34631,11.000000000000000,-58.3686839828,-34.6255114822
34631,11.000000000000000,-58.3686403199,-34.6255361220
34631,11.000000000000000,-58.3684104825,-34.6257809768
34631,11.000000000000000,-58.3683708253,-34.6258497106
34631,11.000000000000000,-58.3681484530,-34.6260504714
34631,11.000000000000000,-58.3681013307,-34.6261777993
34631,11.000000000000000,-58.3679991462,-34.6263199660
34631,11.000000000000000,-58.3681013307,-34.6263755308
34631,11.000000000000000,-58.3682193774,-34.6265894606
34631,11.000000000000000,-58.3683708253,-34.6267453845
34631,11.000000000000000,-58.3685001963,-34.6268589552
34631,11.000000000000000,-58.3686403199,-34.6269352939
34631,11.000000000000000,-58.3689098144,-34.6270922209
34631,11.000000000000000,-58.3689622382,-34.6271284497
34631,11.000000000000000,-58.3691793090,-34.6272352397
34631,11.000000000000000,-58.3694488036,-34.6272588902
34631,11.000000000000000,-58.3697182982,-34.6272556886
34631,11.000000000000000,-58.3699877928,-34.6272953458
34631,11.000000000000000,-58.3702572874,-34.6273639201
34631,11.000000000000000,-58.3703705809,-34.6273979443
34631,11.000000000000000,-58.3705267820,-34.6274774343
34631,11.000000000000000,-58.3707962765,-34.6276562454
34631,11.000000000000000,-58.3708099114,-34.6276674389
34631,11.000000000000000,-58.3707962765,-34.6276791829
34631,11.000000000000000,-58.3705577558,-34.6279369335
34631,11.000000000000000,-58.3705267820,-34.6280059902
34631,11.000000000000000,-58.3704135729,-34.6282064281
34631,11.000000000000000,-58.3703600439,-34.6284759227
34631,11.000000000000000,-58.3705267820,-34.6286436740
34631,11.000000000000000,-58.3705757726,-34.6287454173
34631,11.000000000000000,-58.3705626630,-34.6290149118
34631,11.000000000000000,-58.3705267820,-34.6290260148
34631,11.000000000000000,-58.3704601975,-34.6290149118
34631,11.000000000000000,-58.3702572874,-34.6289030513
34631,11.000000000000000,-58.3699877928,-34.6287693724
34631,11.000000000000000,-58.3699096540,-34.6287454173
34631,11.000000000000000,-58.3697182982,-34.6286805394
34631,11.000000000000000,-58.3694488036,-34.6286762856
34631,11.000000000000000,-58.3692184876,-34.6287454173
34631,11.000000000000000,-58.3691793090,-34.6287722847
34631,11.000000000000000,-58.3689760132,-34.6290149118
34631,11.000000000000000,-58.3689098144,-34.6292528833
34631,11.000000000000000,-58.3688945181,-34.6292844064
34631,11.000000000000000,-58.3686403199,-34.6293408531
34631,11.000000000000000,-58.3683708253,-34.6293210229
34631,11.000000000000000,-58.3681731692,-34.6292844064
34631,11.000000000000000,-58.3681013307,-34.6292408301
34631,11.000000000000000,-58.3678318361,-34.6290433764
34631,11.000000000000000,-58.3678076657,-34.6290149118
34631,11.000000000000000,-58.3675623415,-34.6287474811
34631,11.000000000000000,-58.3675605355,-34.6287454173
34631,11.000000000000000,-58.3672928469,-34.6285383749
34631,11.000000000000000,-58.3671381151,-34.6284759227
34631,11.000000000000000,-58.3670233523,-34.6283690916
34631,11.000000000000000,-58.3667538578,-34.6282762955
34631,11.000000000000000,-58.3667430000,-34.6282747116
34631,11.000000000000000,-58.3667430000,-34.6280329181
34631,11.000000000000000,-58.3667538578,-34.6280300475
34631,11.000000000000000,-58.3670233523,-34.6279871671
34631,11.000000000000000,-58.3671372373,-34.6279369335
34631,11.000000000000000,-58.3670233523,-34.6278013495
34631,11.000000000000000,-58.3668978664,-34.6276674389
34631,11.000000000000000,-58.3667538578,-34.6275568674
34631,11.000000000000000,-58.3667430000,-34.6275541468
34631,11.000000000000000,-58.3667430000,-34.6299125087
34631,11.000000000000000,-58.3667538578,-34.6299085478
34631,11.000000000000000,-58.3670233523,-34.6299916560
34631,11.000000000000000,-58.3670533102,-34.6300928902
